id,english,es,cefr_level,pos,frequency_1to10
cubana_noun,Cuban,cubana,A2,adjective,7
cubano_adjective,Cuban,cubano,B2,adjective,7
cubertería_noun,cutlery,cubertería,B2,noun,8
cubierta_noun,cover/deck,cubierta,B2,noun,4
cubierta_verde_noun,green roof,cubierta verde,B2,noun,5
cubierto_noun,cutlery,cubierto,B2,noun,8
cubil_noun,den,cubil,B2,noun,6
cubilete_noun,cup,cubilete,B2,noun,4
cubo_noun,cube/bucket,cubo,B2,noun,7
cubo_de_basura_noun,trash can,cubo de basura,A2,noun,6
cubo_geométrico_noun,cube,cubo geométrico,A2,noun,7
cubrir_verb,to cover,cubrir,B2,verb,4
cucaracha_noun,cockroach,cucaracha,B2,noun,8
cuchara_noun,spoon,cuchara,B2,noun,7
cucharada_noun,spoonful,cucharada,B2,noun,9
cucharilla_noun,teaspoon,cucharilla,B2,noun,8
cucharón_noun,ladle,cucharón,B2,noun,9
cuchichear_verb,to whisper,cuchichear,B2,verb,7
cuchicheo_noun,whisper,cuchicheo,B2,noun,7
cuchilla_noun,blade,cuchilla,B2,noun,6
cuchillada_noun,stab,cuchillada,B2,noun,7
cuchillo_noun,knife,cuchillo,B2,noun,6
cuchitril_noun,hovel,cuchitril,B2,noun,9
cuco_adjective,clever,cuco,B2,adjective,6
cucurucho_noun,cone,cucurucho,B2,noun,7
cuello_noun,neck,cuello,B2,noun,5
cuello_de_botella_noun,bottleneck,cuello de botella,B2,noun,9
cuenca_noun,basin,cuenca,B2,noun,6
cuenco_noun,bowl,cuenco,B2,noun,5
cuenta_noun,account/bill,cuenta,A2,noun,4
cuenta_corriente_noun,checking account,cuenta corriente,A2,noun,6
cuenta_de_ahorro_noun,savings account,cuenta de ahorro,B1,noun,6
cuentagotas_noun,dropper,cuentagotas,B2,noun,9
cuentakilómetros_noun,odometer,cuentakilómetros,B2,noun,9
cuentista_noun,storyteller,cuentista,B2,noun,8
cuento_noun,story,cuento,B2,noun,4
cuento_corto_noun,short story,cuento corto,A2,noun,4
cuerda_noun,rope/string,cuerda,B2,noun,6
cuerdo_adjective,sane,cuerdo,B2,adjective,7
cuerno_noun,horn,cuerno,B2,noun,6
cuero_noun,leather,cuero,A2,noun,6
cuerpo_noun,body,cuerpo,A1,noun,4
cuervo_noun,crow,cuervo,B2,noun,7
cuesta_noun,slope,cuesta,B2,noun,7
cuestionable_adjective,questionable,cuestionable,B2,adjective,7
cuestionar_verb,to question,cuestionar,B1,verb,4
cuestionario_noun,questionnaire,cuestionario,B2,noun,8
cuestión_noun,question/issue,cuestión,B2,noun,4
cueva_noun,cave,cueva,A2,noun,6
cuidado_noun,care,cuidado,B2,noun,3
cuidador_noun,caregiver,cuidador,B1,noun,8
cuidadosamente_adverb,carefully,cuidadosamente,A2,adverb,6
cuidadoso_adjective,careful,cuidadoso,A2,adjective,5
cuidar_verb,to take care of,cuidar,A2,verb,3
cuita_noun,worry,cuita,B2,noun,5
culata_noun,butt (of gun),culata,B2,noun,6
culebra_noun,snake,culebra,B2,noun,6
culebrón_noun,soap opera,culebrón,B2,noun,6
culinario_adjective,culinary,culinario,B2,adjective,7
culminación_noun,culmination,culminación,B2,noun,8
culminante_adjective,culminating,culminante,B2,adjective,8
culo_noun,butt,culo,B2,noun,6
culpa_noun,guilt,culpa,B1,noun,6
culpabilidad_noun,guilt,culpabilidad,B2,noun,6
culpable_adjective,guilty,culpable,A2,adjective,5
cultivado_adjective,cultivated,cultivado,B2,adjective,7
cultivar_verb,to grow/cultivate,cultivar,A2,verb,5
cultivo_noun,cultivation,cultivo,B2,noun,7
culto_noun,cult/worship,culto,B2,noun,6
cultura_noun,culture,cultura,B2,noun,4
cultural_adjective,cultural,cultural,B2,adjective,5
culturismo_noun,bodybuilding,culturismo,B2,noun,8
cumbre_noun,summit,cumbre,B2,noun,6
cumpleañero_noun,birthday person,cumpleañero,B2,noun,5
cumpleaños_noun,birthday,cumpleaños,A1,noun,5
cumplido_noun,compliment,cumplido,B2,noun,7
cumplidor_adjective,reliable,cumplidor,B2,adjective,6
cumplimiento_noun,fulfillment,cumplimiento,B2,noun,8
cumplir_verb,to fulfill,cumplir,B1,verb,7
cuna_noun,cradle,cuna,B2,noun,7
cundir_verb,to spread,cundir,B2,verb,5
cuneta_noun,ditch,cuneta,B2,noun,7
cuota_noun,quota/fee,cuota,B2,noun,7
cuota_de_género_noun,gender quota,cuota de género,B2,noun,7
cuota_de_mercado_noun,market share,cuota de mercado,B2,noun,4
cupido_noun,cupid,cupido,B2,noun,8
cupo_noun,quota,cupo,B2,noun,7
cupé_noun,coupe,cupé,B2,noun,8
cupón_noun,coupon,cupón,B2,noun,7
cura_noun,cure/priest,cura,B2,noun,6
curación_noun,healing,curación,B2,noun,6
curado_adjective,cured,curado,B2,adjective,7
curandero_noun,healer,curandero,B2,noun,8
curar_verb,to cure,curar,B2,verb,6
curativo_adjective,curative,curativo,B2,adjective,9
curiosamente_adverb,curiously,curiosamente,B1,adverb,8
curiosidad_noun,curiosity,curiosidad,B2,noun,7
curioso_adjective,curious,curioso,B2,adjective,6
curita_noun,band-aid,curita,A2,noun,5
curricular_adjective,curricular,curricular,B2,adjective,8
currículo_noun,curriculum,currículo,B2,noun,6
currículum_noun,resume,currículum,B1,noun,6
cursar_verb,to study,cursar,B2,verb,4
cursi_adjective,tacky,cursi,B2,adjective,8
cursilería_noun,tackiness,cursilería,B2,noun,10
cursillo_noun,short course,cursillo,B2,noun,4
cursiva_noun,italics,cursiva,B2,noun,8
curso_noun,course,curso,B2,noun,4
cursor_noun,cursor,cursor,B2,noun,8
curtido_adjective,tanned/weathered,curtido,B2,adjective,8
curtir_verb,to tan,curtir,B2,verb,6
curva_noun,curve,curva,B2,noun,6
curvado_adjective,curved,curvado,B1,adjective,7
curvatura_noun,curvature,curvatura,B2,noun,8
curvilíneo_adjective,curvilinear,curvilíneo,B2,adjective,9
curvo_adjective,curved,curvo,B2,adjective,7
custodia_noun,custody,custodia,B2,noun,6
custodio_noun,custodian,custodio,B2,noun,8
cutis_noun,complexion,cutis,B2,noun,8
cutre_adjective,shabby,cutre,B2,adjective,8
cutáneo_adjective,cutaneous,cutáneo,B2,adjective,9
cutícula_noun,cuticle,cutícula,B2,noun,9
cuyo_noun,whose,cuyo,A2,noun,4
cuádruple_adjective,quadruple,cuádruple,B2,adjective,8
cual_pronoun,which,cuál,A1,pronoun,2
cuáles_noun,which,cuáles,A2,noun,2
cuándo_noun,when,cuándo,A2,noun,2
cuánta_noun,how much,cuánta,A2,noun,2
cuántas_noun,how many,cuántas,B1,noun,3
cuanto_pronoun,how much,cuánto,A1,pronoun,2
cuántos_años_phrase,how old,cuántos años,B1,phrase,3
cuáquero_noun,Quaker,cuáquero,B2,noun,8
cuña_noun,wedge,cuña,B2,noun,7
cuña_publicitaria_noun,radio ad,cuña publicitaria,B2,noun,5
cuñada_noun,sister-in-law,cuñada,A2,noun,5
cuñado_noun,brother-in-law,cuñado,B2,noun,5
cuño_noun,stamp/die,cuño,B2,noun,6
calculo_noun,calculation,cálculo,B1,noun,7
cálido_noun,hot,cálido,B1,adjective,4
camara_noun,camera,cámara,A2,noun,5
cámara_de_diputados_noun,lower house,cámara de diputados,B2,noun,4
cámara_de_seguridad_noun,security camera,cámara de seguridad,B1,noun,5
cámara_web_noun,webcam,cámara web,A2,noun,8
cáncer_noun,cancer,cáncer,B1,noun,5
cápsula_noun,capsule,cápsula,B1,noun,7
cápsula_de_café_noun,coffee pod,cápsula de café,B1,noun,7
cárcel_noun,prison,cárcel,A2,noun,5
céntrico_adjective,central,céntrico,B1,adjective,4
césped_noun,grass,césped,A2,noun,6
cíclico_adjective,cyclical,cíclico,B2,adjective,8
circulo_noun,circle,círculo,A2,noun,5
círculo_vicioso_noun,vicious circle,círculo vicioso,B2,noun,7
círculo_virtuoso_noun,virtuous circle,círculo virtuoso,B2,noun,8
código_noun,code,código,B2,noun,4
código_alimentario_noun,food code,código alimentario,B2,noun,4
código_civil_noun,civil code,código civil,B2,noun,5
código_de_barras_noun,barcode,código de barras,B1,noun,9
código_Morse_noun,Morse code,código Morse,B2,noun,7
código_penal_noun,penal code,código penal,B2,noun,8
código_QR_noun,QR code,código QR,B1,noun,8
cólera_noun,cholera/anger,cólera,B2,noun,8
cómic_noun,comic,cómic,A2,noun,6
cómico_adjective,richer,cómico,A2,adjective,7
como_adverb,how,cómo,A1,adverb,2
cómo_está_phrase,how's,cómo está,B1,phrase,7
cómo_está_el_tiempo_phrase,how's the weather,cómo está el tiempo,B1,phrase,7
cómo_se_dice_phrase,how do you say,cómo se dice,B1,phrase,3
cómo_se_escribe_phrase,how do you write,cómo se escribe,B1,phrase,4
cómo_se_llama_phrase,what is your name,cómo se llama,B1,phrase,3
cómo_te_va_phrase,how's it going,cómo te va,B1,phrase,7
cómoda_noun,dresser,cómoda,A2,noun,8
comodo_adjective,comfortable,cómodo,A2,adjective,5
cómplice_noun,accomplice,cómplice,B2,noun,8
cómputo_noun,computation,cómputo,B2,noun,8
cóncavo_adjective,concave,cóncavo,B2,adjective,8
cónico_adjective,conical,cónico,B2,adjective,8
cónsul_noun,consul,cónsul,B2,noun,7
cónyuge_noun,spouse,cónyuge,B2,noun,7
córnea_noun,cornea,córnea,B2,noun,9
cósmico_adjective,cosmic,cósmico,B2,adjective,7
cúbico_adjective,cubic,cúbico,B2,adjective,7
cúmulo_noun,cumulus/heap,cúmulo,B2,noun,9
cúpula_noun,dome,cúpula,B2,noun,7
cúrcuma_noun,turmeric,cúrcuma,B2,noun,9
cúspide_noun,peak,cúspide,B2,noun,5
dadivoso_adjective,generous,dadivoso,B2,adjective,6
dado_noun,die/dice,dado,A2,noun,4
dado_esto_adverb,given this,dado esto,B2,adverb,4
dados_noun,dice,dados,A2,noun,7
daga_noun,dagger,daga,B2,noun,7
dalia_noun,dahlia,dalia,B2,noun,9
daltónico_adjective,colorblind,daltónico,B2,adjective,9
dama_noun,lady,dama,B2,noun,5
damas_noun,checkers,damas,B1,noun,8
damasco_noun,apricot,damasco,B2,noun,9
dame_noun,give me,dame,A2,noun,3
damnificado_noun,victim,damnificado,B2,noun,5
dandi_noun,dandy,dandi,B2,noun,8
danza_noun,dance,danza,B2,noun,5
dar_verb,to give,dar,A1,verb,3
dar_a_luz_phrase,to give birth,dar a luz,B1,phrase,5
dar_importancia_phrase,care about,dar importancia,B1,phrase,3
dar_la_cara_phrase,face the consequences,dar la cara,B1,phrase,6
dar_la_mano_phrase,shake hands,dar la mano,B1,phrase,6
dar_vueltas_phrase,to go around in circles,dar vueltas,B1,phrase,6
dardo_noun,dart,dardo,B2,noun,7
darle_noun,to give (him/her),darle,A2,verb,3
darle_la_vuelta_a_phrase,to turn something over,darle la vuelta a,B1,phrase,4
darme_noun,to give me,darme,A2,verb,3
darse_el_gusto_phrase,treat yourselves,darse el gusto,B1,phrase,7
darse_por_vencido_phrase,to give up,darse por vencido,B1,phrase,3
darse_prisa_phrase,hurry,darse prisa,B1,phrase,6
darte_noun,to give you,darte,A2,verb,3
datar_verb,to date,datar,B2,verb,4
dativo_noun,dative,dativo,B2,noun,9
dato_noun,piece of data/information,dato,B1,noun,4
datos_noun,return,datos,A2,noun,4
datos_personales_noun,personal data,datos personales,B1,noun,4
dañar_verb,to damage,dañar,B2,verb,5
dañino_adjective,harmful,dañino,B2,adjective,7
daño_noun,damage/harm,daño,B2,noun,5
de_preposition,of/from,de,A1,preposition,1
de_acero_adjective,steel,de acero,B1,adjective,5
de_acuerdo_adverb,okay,de acuerdo,A1,adverb,4
de_acuerdo_a_phrase,according to,de acuerdo a,B1,phrase,4
de_acuerdo_con_adverb,in accordance with,de acuerdo con,B1,adverb,6
de_acuerdo_mutuo_adverb,by mutual agreement,de acuerdo mutuo,B2,adverb,6
de_ahora_en_adverb,from now on,de ahora en adelante,B1,adverb,2
de_alguna_manera_adverb,somehow,de alguna manera,B1,adverb,5
de_algún_modo_adverb,in some way,de algún modo,B1,adverb,2
de_aluminio_adjective,aluminum,de aluminio,B1,adjective,6
de_antemano_adverb,beforehand,de antemano,B2,adverb,7
de_aquí_en_adverb,from here on,de aquí en adelante,B1,adverb,3
de_arriba_abajo_adverb,from top to bottom,de arriba abajo,B1,adverb,5
de_boca_en_boca_phrase,by word of mouth,de boca en boca,B1,phrase,5
de_buena_fe_adverb,in good faith,de buena fe,B2,adverb,5
de_buena_gana_adverb,willingly,de buena gana,B1,adverb,7
de_buenas_a_adverb,out of the blue,de buenas a primeras,B2,adverb,4
de_cabo_a_adverb,from beginning to end,de cabo a rabo,B2,adverb,4
de_calidad_phrase,quality,de calidad,B1,phrase,4
de_cerca_adverb,up close,de cerca,A2,adverb,4
de_compras_phrase,shopping,de compras,B1,phrase,5
de_conformidad_con_adverb,in accordance with,de conformidad con,B2,adverb,6
de_cristal_adjective,glass,de cristal,A2,adjective,5
de_cuero_adjective,leather,de cuero,B1,adjective,6
de_espaldas_adverb,with one's back turned,de espaldas,B1,adverb,6
de_forma_autónoma_adverb,autonomously,de forma autónoma,B2,adverb,9
de_forma_similar_adverb,similarly,de forma similar,B1,adverb,6
de_frente_adverb,head-on,de frente,B1,adverb,4
de_golpe_adverb,suddenly,de golpe,B1,adverb,5
de_goma_adjective,rubber,de goma,A2,adjective,6
de_grande_phrase,as an adult,de grande,B1,phrase,5
de_hecho_adverb,in fact,de hecho,B1,adverb,4
de_holgura_adverb,with ease,de holgura,B2,adverb,6
de_humor_phrase,in the mood,de humor,B1,phrase,6
de_ida_phrase,single,de ida,B1,phrase,4
de_ida_y_vuelta_phrase,return,de ida y vuelta,B1,phrase,4
de_igual_a_adverb,as equals,de igual a igual,B2,adverb,7
de_igual_manera_adverb,in the same way,de igual manera,B1,adverb,3
de_improviso_adverb,unexpectedly,de improviso,B2,adverb,7
de_inmediato_adverb,immediately,de inmediato,B1,adverb,5
de_la_nada_phrase,of nowhere,de la nada,B1,phrase,6
de_la_noche_a_la_mañana_phrase,overnight,de la noche a la mañana,B1,phrase,6
de_lado_adverb,sideways,de lado,B1,adverb,7
de_largo_phrase,long,de largo,B1,phrase,3
de_lejos_adverb,from afar,de lejos,A2,adverb,8
de_lo_que_phrase,than,de lo que,B1,phrase,2
de_madera_adjective,wooden,de madera,A2,adjective,6
de_mala_fe_adverb,in bad faith,de mala fe,B2,adverb,5
de_mala_gana_adverb,reluctantly,de mala gana,B1,adverb,8
de_manera_conjunta_adverb,jointly,de manera conjunta,B2,adverb,7
de_manera_diferente_adverb,differently,de manera diferente,B1,adverb,6
de_manera_extraoficial_adverb,unofficially,de manera extraoficial,B2,adverb,9
de_manera_independiente_adverb,independently,de manera independiente,B1,adverb,6
de_manera_oficial_adverb,officially,de manera oficial,B1,adverb,5
de_mediana_edad_phrase,middle-aged,de mediana edad,B1,phrase,6
de_memoria_adverb,by heart,de memoria,A2,adverb,4
de_mi_parte_phrase,for me,de mi parte,B1,phrase,2
de_moda_phrase,in fashion,de moda,B1,phrase,5
de_momento_adverb,for the moment,de momento,A2,adverb,4
de_más_phrase,too much,de más,B1,phrase,3
de_más_está_decir_phrase,needles to say,de más está decir,B1,phrase,7
de_nada_phrase,you're welcome,de nada,B1,phrase,5
de_ninguna_manera_adverb,in no way,de ninguna manera,B1,adverb,2
de_niño_phrase,as a child,de niño,B1,phrase,4
de_nuevo_phrase,again,de nuevo,B1,phrase,3
de_pago_adjective,paid,de pago,A2,adjective,4
de_papel_adjective,paper,de papel,A1,adjective,4
de_par_en_adverb,wide open,de par en par,B1,adverb,5
de_pie_adverb,standing up,de pie,A2,adverb,5
de_pies_a_adverb,from head to toe,de pies a cabeza,B1,adverb,6
de_plástico_adjective,plastic,de plástico,A2,adjective,5
de_por_sí_phrase,in itself,de por sí,B1,phrase,4
de_pronto_adverb,suddenly,de pronto,A2,adverb,5
de_proximidad_adjective,locally sourced,de proximidad,B2,adjective,7
de_puntillas_adverb,on tiptoe,de puntillas,B2,adverb,9
de_repente_phrase,suddenly,de repente,B1,phrase,5
de_rodillas_adverb,on one's knees,de rodillas,B1,adverb,6
de_sobra_adverb,more than enough,de sobra,B1,adverb,3
de_talla_única_phrase,one size fits all,de talla única,B1,phrase,6
de_tela_adjective,fabric,de tela,A2,adjective,6
de_terror_phrase,scary,de terror,B1,phrase,6
de_tiempo_parcial_phrase,part-time,de tiempo parcial,B1,phrase,3
de_todas_formas_adverb,anyway,de todas formas,B1,adverb,5
de_todas_maneras_adverb,anyway,de todas maneras,B1,adverb,5
de_una_vez_adverb,once and for all,de una vez,B1,adverb,3
de_una_vez_adverb__dup1,once and for all,de una vez por todas,B1,adverb,3
de_verdad_phrase,real,de verdad,B1,phrase,3
de_vez_en_adverb,from time to time,de vez en cuando,A2,adverb,2
de_vuelta_phrase,return,de vuelta,B1,phrase,4
debacle_noun,debacle,debacle,B2,noun,8
debajo_adverb,underneath,debajo,A2,adverb,6
debajo_de_preposition,under,debajo de,A2,preposition,3
debate_noun,debate,debate,B1,noun,5
debatir_verb,to debate,debatir,B1,verb,5
deber_verb,to owe/must,deber,A2,verb,6
deberes_noun,homework,deberes,B2,noun,6
debería_haber_phrase,he/she should have,debería haber,B1,phrase,2
debidamente_adverb,properly,debidamente,B2,adverb,5
debido_adjective,due,debido,B2,adjective,4
debilidad_noun,weakness,debilidad,B2,noun,6
debilitamiento_noun,weakening,debilitamiento,B2,noun,8
debilitar_verb,to weaken,debilitar,B2,verb,8
debo_haber_phrase,I must have,debo haber,B1,phrase,3
debut_noun,debut,debut,B2,noun,5
debutar_verb,to debut,debutar,B2,verb,5
decadencia_noun,decadence,decadencia,B2,noun,9
decadente_adjective,decadent,decadente,B2,adjective,8
decaer_verb,to decline,decaer,B2,verb,6
decaimiento_noun,decline,decaimiento,B2,noun,6
decano_noun,dean,decano,B2,noun,6
decantar_verb,to decant,decantar,B2,verb,9
decapitar_verb,to decapitate,decapitar,B2,verb,9
decatlón_noun,decathlon,decatlón,B2,noun,9
decaído_adjective,downcast,decaído,B2,adjective,9
decena_noun,ten,decena,B2,noun,4
decencia_noun,decency,decencia,B2,noun,7
decenio_noun,decade,decenio,B2,noun,5
decente_adjective,decent,decente,B2,adjective,6
decepcionado_adjective,disappointed,decepcionado,A2,adjective,6
decepcionante_adjective,disappointing,decepcionante,B2,adjective,6
decepcionar_verb,to disappoint,decepcionar,B2,verb,7
decepción_noun,disappointment,decepción,B2,noun,6
decibelio_noun,decibel,decibelio,B2,noun,9
decidido_adjective,determined,decidido,B2,adjective,5
decidir_verb,to decide,decidir,A2,verb,5
decidor_adjective,witty,decidor,B2,adjective,7
decimal_adjective,decimal,decimal,B2,adjective,8
decimoctavo_adjective,eighteenth,decimoctavo,B2,adjective,8
decimonono_adjective,nineteenth,decimonono,B2,adjective,7
decimoquinto_adjective,fifteenth,decimoquinto,B2,adjective,8
decimosexto_adjective,sixteenth,decimosexto,B2,adjective,8
decimoséptimo_adjective,seventeenth,decimoséptimo,B2,adjective,8
decimotercero_adjective,thirteenth,decimotercero,B2,adjective,8
decir_verb,to say/tell,decir,A1,verb,3
decirles_noun,to tell them,decirles,B1,verb,3
decirme_noun,to tell me,decirme,B1,verb,3
decirnos_noun,to tell us,decirnos,B1,verb,3
decisivo_adjective,decisive,decisivo,B2,adjective,7
decision_noun,decision,decisión,B1,noun,4
declamación_noun,declamation,declamación,B2,noun,10
declamar_verb,to declaim,declamar,B2,verb,10
declaracion_noun,declaration,declaración,B1,noun,6
declaración_de_bienes_noun,asset declaration,declaración de bienes,B2,noun,6
declaración_de_la_noun,tax return,declaración de la renta,B2,noun,4
declarante_noun,declarant,declarante,B2,noun,10
declarar_verb,to declare,declarar,B2,verb,6
declinación_noun,declension,declinación,B2,noun,9
declinar_verb,to decline,declinar,B2,verb,6
declive_noun,decline/slope,declive,B2,noun,6
decodificar_verb,to decode,decodificar,B2,verb,8
decolorar_verb,to discolor,decolorar,B2,verb,9
decomisar_verb,to confiscate,decomisar,B2,verb,9
decomiso_noun,confiscation,decomiso,B2,noun,9
deconstructivismo_noun,Deconstructivism,deconstructivismo,B2,noun,10
decoración_noun,decoration,decoración,B2,noun,7
decorado_noun,set,decorado,B2,noun,3
decorador_noun,decorator,decorador,B2,noun,9
decorar_verb,to decorate,decorar,B2,verb,8
decorativo_adjective,decorative,decorativo,B2,adjective,7
decoro_noun,decorum,decoro,B2,noun,9
decoroso_adjective,decorous,decoroso,B2,adjective,10
decoupage_noun,decoupage,decoupage,B2,noun,10
decrecer_verb,to decrease,decrecer,B2,verb,6
decreciente_adjective,decreasing,decreciente,B2,adjective,7
decrepitud_noun,decrepitude,decrepitud,B2,noun,10
decretar_verb,to decree,decretar,B2,verb,7
decreto_noun,decree,decreto,B2,noun,7
decrépito_adjective,decrepit,decrépito,B2,adjective,9
dedal_noun,thimble,dedal,B2,noun,9
dedicación_noun,dedication,dedicación,B2,noun,7
dedicado_adjective,dedicated,dedicado,B1,adjective,5
dedicar_verb,to dedicate (something),dedicar,B1,verb,7
dedicatoria_noun,dedication,dedicatoria,B2,noun,7
dedillo_noun,little finger,dedillo,B2,noun,6
dedo_noun,finger,dedo,B2,noun,6
deducción_noun,deduction,deducción,B2,noun,8
deducción_fiscal_noun,tax deduction,deducción fiscal,B2,noun,8
deducir_verb,to deduce,deducir,B1,verb,9
deductivo_adjective,deductive,deductivo,B2,adjective,9
defección_noun,defection,defección,B2,noun,9
defecto_noun,defect,defecto,B2,noun,7
defectuoso_adjective,defective,defectuoso,B2,adjective,7
defender_verb,to defend,defender,A2,verb,6
defensa_noun,defense,defensa,B2,noun,5
defensivo_adjective,defensive,defensivo,B2,adjective,6
defensor_noun,defender,defensor,B2,noun,6
deferencia_noun,deference,deferencia,B2,noun,9
deferente_adjective,deferential,deferente,B2,adjective,9
deferir_verb,to defer,deferir,B2,verb,8
deficiencia_noun,deficiency,deficiencia,B2,noun,7
deficiente_adjective,deficient,deficiente,B2,adjective,8
deficitario_adjective,deficient,deficitario,B2,adjective,8
definición_noun,definition,definición,B2,noun,5
definido_adjective,defined,definido,B2,adjective,5
definir_verb,to define,definir,B1,verb,6
definitivamente_adverb,definitely,definitivamente,A2,adverb,5
definitivo_adjective,definitive,definitivo,B1,adjective,7
deflacionario_adjective,deflationary,deflacionario,B2,adjective,9
deflación_noun,deflation,deflación,B2,noun,9
deforestación_noun,deforestation,deforestación,B2,noun,8
deformación_noun,deformation,deformación,B2,noun,8
deformado_adjective,deformed,deformado,B2,adjective,8
deformar_verb,to deform,deformar,B2,verb,9
deforme_adjective,deformed,deforme,B2,adjective,8
deformidad_noun,deformity,deformidad,B2,noun,9
defraudar_verb,to defraud,defraudar,B2,verb,9
defunción_noun,death,defunción,B2,noun,4
degeneración_noun,degeneration,degeneración,B2,noun,8
degenerado_adjective,degenerate,degenerado,B2,adjective,8
degenerar_verb,to degenerate,degenerar,B2,verb,8
degenerativo_adjective,degenerative,degenerativo,B2,adjective,8
deglutir_verb,to swallow,deglutir,B2,verb,7
degollar_verb,to behead,degollar,B2,verb,9
degradación_noun,degradation,degradación,B2,noun,7
degradante_adjective,degrading,degradante,B2,adjective,8
degradar_verb,to degrade,degradar,B2,verb,8
degustación_noun,tasting,degustación,B2,noun,7
degustar_verb,to taste,degustar,B2,verb,5
dehesa_noun,pasture,dehesa,B2,noun,8
deidad_noun,deity,deidad,B2,noun,7
deificación_noun,deification,deificación,B2,noun,9
deificar_verb,to deify,deificar,B2,verb,10
dejadez_noun,negligence,dejadez,B2,noun,7
dejado_adjective,neglectful,dejado,B2,adjective,9
dejar_verb,to leave/let,dejar,A1,verb,4
dejar_de_phrase,give up,dejar de,B1,phrase,3
dejo_noun,trace,dejo,B2,noun,6
del_noun,of the,del,A2,noun,1
del_mismo_modo_adverb,in the same way,del mismo modo,B1,adverb,3
del_todo_adverb,completely,del todo,B1,adverb,4
delación_noun,denunciation,delación,B2,noun,9
delantal_noun,apron,delantal,B2,noun,8
delante_adverb,in front,delante,A2,adverb,4
delante_de_preposition,in front of,delante de,A2,preposition,4
delantera_noun,front,delantera,B2,noun,4
delantero_adjective,front,delantero,B2,adjective,4
delatar_verb,to denounce,delatar,B2,verb,8
delator_noun,informer,delator,B2,noun,9
delegación_noun,delegation,delegación,B2,noun,7
delegado_noun,delegate,delegado,B2,noun,7
delegar_verb,to delegate,delegar,B2,verb,7
deleitar_verb,to delight,deleitar,B2,verb,7
deleite_noun,delight,deleite,B2,noun,7
deletrear_verb,to spell,deletrear,B2,verb,6
deletéreo_adjective,deleterious,deletéreo,B2,adjective,9
delfín_noun,dolphin,delfín,B2,noun,7
delgadez_noun,thinness,delgadez,B2,noun,9
delgado_adjective,thin,delgado,A1,adjective,6
deliberación_noun,deliberation,deliberación,B2,noun,8
deliberado_adjective,deliberate,deliberado,B2,adjective,7
deliberar_verb,to deliberate,deliberar,B2,verb,7
deliberativo_adjective,deliberative,deliberativo,B2,adjective,9
delicadeza_noun,delicacy,delicadeza,B2,noun,8
delicado_adjective,delicate,delicado,B2,adjective,6
delicia_noun,delight,delicia,B2,noun,7
delicioso_adjective,delicious,delicioso,B2,adjective,6
delictivo_adjective,criminal,delictivo,B2,adjective,5
delincuencia_noun,delinquency,delincuencia,B2,noun,9
delincuente_noun,delinquent,delincuente,B2,noun,8
delineación_noun,delineation,delineación,B2,noun,9
delinear_verb,to delineate,delinear,B2,verb,9
delinquir_verb,to commit crime,delinquir,B2,verb,6
delirante_adjective,delirious,delirante,B2,adjective,9
delirar_verb,to be delirious,delirar,B2,verb,9
delirio_noun,delirium,delirio,B2,noun,9
delito_noun,crime,delito,B2,noun,5
delta_noun,delta,delta,B2,noun,6
demacrado_adjective,emaciated,demacrado,B2,adjective,9
demagogia_noun,demagogy,demagogia,B2,noun,10
demagogo_noun,demagogue,demagogo,B2,noun,9
demagógico_adjective,demagogic,demagógico,B2,adjective,10
demanda_noun,demand/lawsuit,demanda,B2,noun,5
demandado_noun,defendant,demandado,B2,noun,7
demandante_noun,plaintiff,demandante,B2,noun,7
demandar_verb,to sue,demandar,B2,verb,6
demarcación_noun,demarcation,demarcación,B2,noun,9
demarcar_verb,to demarcate,demarcar,B2,verb,9
demasiado_adjective,too much,demasiado,A2,adjective,3
demasía_noun,excess,demasía,B2,noun,6
deme_noun,demo,deme,A2,noun,6
demencia_noun,dementia,demencia,B2,noun,7
demente_adjective,demented,demente,B2,adjective,9
democracia_noun,democracy,democracia,B2,noun,5
democratización_noun,democratization,democratización,B2,noun,9
democratizar_verb,to democratize,democratizar,B2,verb,9
democratico_adjective,democratic,democrático,B2,adjective,5
demografía_noun,demography,demografía,B2,noun,9
demográfico_adjective,demographic,demográfico,B2,adjective,7
demoledor_adjective,devastating,demoledor,B2,adjective,7
demoler_verb,to demolish,demoler,B2,verb,8
demolición_noun,demolition,demolición,B2,noun,7
demonio_noun,demon,demonio,B2,noun,6
demoníaco_adjective,demonic,demoníaco,B2,adjective,8
demora_noun,delay,demora,B2,noun,6
demorar_verb,to delay,demorar,B2,verb,6
demostración_noun,demonstration,demostración,B2,noun,6
demostrar_verb,to demonstrate,demostrar,B1,verb,6
demostrativo_adjective,demonstrative,demostrativo,B2,adjective,9
demudar_verb,to change expression,demudar,B2,verb,5
demás_pronoun,the rest,demás,B2,pronoun,4
demérito_noun,demerit,demérito,B2,noun,9
demócrata_noun,democrat,demócrata,B2,noun,6
demógrafo_noun,demographer,demógrafo,B2,noun,10
denegación_noun,denial,denegación,B2,noun,7
denegar_verb,to deny,denegar,B2,verb,6
dengue_noun,dengue,dengue,B2,noun,9
denigración_noun,denigration,denigración,B2,noun,9
denigrante_adjective,denigrating,denigrante,B2,adjective,9
denigrar_verb,to denigrate,denigrar,B2,verb,9
denim_noun,denim,denim,A2,noun,7
